FECHA,TURNO,EXTRUSORA,OPERADOR,N° DE PEDIDO,NOMBRE DE PEDIDO,CLAVE SAP,TIPO DE PRODUCTO,MEDIDA DE LA BOLSA,TRATADO,ANCHO DE PELICULA,N° DE ROLLO,CALIBRE PEDIDO,CALIBRE REAL,MOTIVO DEL CORTE,HORA INICIO,HORA FINAL,KILOS/HORA,PRODUCTO CONFORME,% DE PRODUCTO CONFORME,RECUP.,% DE RECUP,BASURA,% DE BASURA,CONSUMO MP,% MATERIA PRIMA,HORAS DE TRABAJO,month,day,year,fecha_chida,week_chida,SEMANA
"January 2, 2019",2,10,OPERADOR3,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,25X35,,50.0 CM,5,28,27.1,MOTIVODELCORTE2,3:08 PM,6:28 PM,21.3,71,100.00%,0,0.00%,0,0.00%,71,100.00%,3.33,1,2,2019,2019-01-02,1,1
"January 2, 2019",2,10,OPERADOR3,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,25X35,,50.0 CM,6,28,27.6,MOTIVODELCORTE5,6:28 PM,7:55 PM,22.07,32,84.21%,6,15.79%,0,0.00%,38,100.00%,1.45,1,2,2019,2019-01-02,1,1
"January 2, 2019",2,11,OPERADOR3,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,15X27,,30.0 CM,4,27,27.3,MOTIVODELCORTE5,12:28 PM,2:15 PM,20.19,36,90.00%,4,10.00%,0,0.00%,40,100.00%,1.78,1,2,2019,2019-01-02,1,1
"January 2, 2019",2,11,OPERADOR3,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,15X27,,30.0 CM,5,27,27.65,MOTIVODELCORTE3,3:05 PM,6:30 PM,20.2,69,100.00%,0,0.00%,0,0.00%,69,100.00%,3.42,1,2,2019,2019-01-02,1,1
"January 2, 2019",2,11,OPERADOR3,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,15X27,,30.0 CM,6,27,28.14,MOTIVODELCORTE5,6:40 PM,8:30 PM,20.73,38,92.68%,3,7.32%,0,0.00%,41,100.00%,1.83,1,2,2019,2019-01-02,1,1
"January 2, 2019",2,13,OPERADOR3,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,20X30,,40.0 CM,1,28,25.1,MOTIVODELCORTE3,4:40 PM,5:20 PM,18,12,73.17%,4.4,26.83%,0,0.00%,16.4,100.00%,0.67,1,2,2019,2019-01-02,1,1
"January 2, 2019",2,13,OPERADOR3,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,20X30,,40.0 CM,2,28,26.8,MOTIVODELCORTE2,5:20 PM,8:38 PM,14.55,48,100.00%,0,0.00%,0,0.00%,48,100.00%,3.3,1,2,2019,2019-01-02,1,1
"January 2, 2019",2,10,OPERADOR3,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,25X35,,50.0 CM,8,28,28.15,MOTIVODELCORTE5,8:15 PM,9:40 PM,21.88,31,100.00%,0,0.00%,0,0.00%,31,100.00%,1.42,1,2,2019,2019-01-02,1,1
"January 2, 2019",3,5,OPERADOR4,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,25X35,,50.0 CM,9,28,28.83,MOTIVODELCORTE3,8:30 PM,11:45 PM,23.38,76,100.00%,0,0.00%,0,0.00%,76,100.00%,3.25,1,2,2019,2019-01-02,1,1
"January 2, 2019",3,11,OPERADOR4,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,15X27,,30.0 CM,7,27,26.25,MOTIVODELCORTE5,9:18 PM,10:25 PM,22.39,25,94.34%,1.5,5.66%,0,0.00%,26.5,100.00%,1.12,1,2,2019,2019-01-02,1,1
"January 2, 2019",3,10,OPERADOR4,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,25X35,,50.0 CM,10,28,25.89,MOTIVODELCORTE2,9:40 PM,2:07 AM,21.35,95,100.00%,0,0.00%,0,0.00%,95,100.00%,4.45,1,2,2019,2019-01-02,1,1
"January 2, 2019",3,11,OPERADOR4,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,15X27,,30.0 CM,8,27,27.72,MOTIVODELCORTE2,10:25 PM,2:15 AM,20.87,80,100.00%,0,0.00%,0,0.00%,80,100.00%,3.83,1,2,2019,2019-01-02,1,1
"January 2, 2019",3,5,OPERADOR4,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,25X35,,50.0 CM,11,28,29.07,MOTIVODELCORTE2,11:45 PM,3:25 AM,25.09,92,100.00%,0,0.00%,0,0.00%,92,100.00%,3.67,1,2,2019,2019-01-02,1,1
"January 2, 2019",3,5,OPERADOR4,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,25X35,,50.0 CM,13,28,27.86,MOTIVODELCORTE2,3:25 AM,4:55 AM,24.67,37,100.00%,0,0.00%,0,0.00%,37,100.00%,1.5,1,2,2019,2019-01-02,1,1
"January 2, 2019",3,10,OPERADOR4,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,25X35,,50.0 CM,12,28,26.61,MOTIVODELCORTE2,2:07 AM,4:45 AM,22.03,58,100.00%,0,0.00%,0,0.00%,58,100.00%,2.63,1,2,2019,2019-01-02,1,1
"January 2, 2019",3,11,OPERADOR4,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,15X27,,30.0 CM,9,27,29.56,MOTIVODELCORTE2,2:15 AM,4:42 AM,20.82,51,100.00%,0,0.00%,0,0.00%,51,100.00%,2.45,1,2,2019,2019-01-02,1,1
"January 2, 2019",3,13,OPERADOR4,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,20X30,,40.0 CM,3,28,28.66,MOTIVODELCORTE2,8:38 PM,3:17 AM,15.49,103,100.00%,0,0.00%,0,0.00%,103,100.00%,6.65,1,2,2019,2019-01-02,1,1
"January 2, 2019",3,13,OPERADOR4,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,20X30,,40.0 CM,4,28,27.54,MOTIVODELCORTE4,3:35 AM,5:03 AM,17.05,25,87.11%,3.5,12.20%,0.2,0.80%,28.7,100.10%,1.47,1,2,2019,2019-01-02,1,1
"January 2, 2019",1,8,OPERADOR1,SAP-1604,NOMBREDEPEDIDO2,,TIPODEPRODUCTO2,30X60,1 CARA,60.0 CM,0,195.3,0,MOTIVODELCORTE1,8:35 AM,9:00 AM,0,0,0.00%,6.5,92.86%,0.5,#DIV/0!,7,#DIV/0!,0.42,1,2,2019,2019-01-02,1,1
"January 2, 2019",1,8,OPERADOR1,SAP-1604,NOMBREDEPEDIDO2,,TIPODEPRODUCTO2,30X60,1 CARA,60.0 CM,1,195.3,198.1,MOTIVODELCORTE2,9:00 AM,12:48 PM,52.11,198,100.00%,0,0.00%,0,0.00%,198,100.00%,3.8,1,2,2019,2019-01-02,1,1
"January 2, 2019",2,8,OPERADOR3,SAP-1604,NOMBREDEPEDIDO2,,TIPODEPRODUCTO2,30X60,1 CARA,60.0 CM,2,195.3,196.8,MOTIVODELCORTE2,12:48 PM,3:38 PM,48.35,137,100.00%,0,0.00%,0,0.00%,137,100.00%,2.83,1,2,2019,2019-01-02,1,1
"January 2, 2019",2,8,OPERADOR3,SAP-1606,NOMBREDEPEDIDO3,,TIPODEPRODUCTO2,30X60,1 CARA,60.0 CM,1,214,208.3,MOTIVODELCORTE2,3:38 PM,6:54 PM,48.98,160,100.00%,0,0.00%,0,0.00%,160,100.00%,3.27,1,2,2019,2019-01-02,1,1
"January 2, 2019",2,8,OPERADOR3,SAP-1606,NOMBREDEPEDIDO3,,TIPODEPRODUCTO2,30X60,1 CARA,60.0 CM,2,214,209.2,MOTIVODELCORTE6,6:54 PM,8:20 PM,44.65,64,93.43%,4.5,6.57%,0,0.00%,68.5,100.00%,1.43,1,2,2019,2019-01-02,1,1
"January 2, 2019",3,8,OPERADOR4,SAP-1607,NOMBREDEPEDIDO4,,TIPODEPRODUCTO2,28X57,1 CARA,57.0 CM,1,167.4,172.11,MOTIVODELCORTE2,8:20 PM,10:30 PM,48.92,106,100.00%,0,0.00%,0,0.00%,106,100.00%,2.17,1,2,2019,2019-01-02,1,1
"January 2, 2019",3,8,OPERADOR4,SAP-1607,NOMBREDEPEDIDO4,,TIPODEPRODUCTO2,28X57,1 CARA,57.0 CM,2,167.4,177.14,MOTIVODELCORTE2,10:30 PM,1:30 AM,47.67,143,100.00%,0,0.00%,0,0.00%,143,100.00%,3,1,2,2019,2019-01-02,1,1
"January 2, 2019",3,8,OPERADOR4,SAP-1607,NOMBREDEPEDIDO4,,TIPODEPRODUCTO2,28X57,1 CARA,57.0 CM,3,167.4,172.28,MOTIVODELCORTE2,1:30 AM,4:30 AM,48,144,100.00%,0,0.00%,0,0.00%,144,100.00%,3,1,2,2019,2019-01-02,1,1
"January 2, 2019",1,7,OPERADOR1,SAP-1615,NOMBREDEPEDIDO5,,TIPODEPRODUCTO3,25+12X51,1 CARA,37.0 CM,0,88,0,MOTIVODELCORTE1,10:00 AM,10:50 AM,0,0,0.00%,5.5,91.67%,0.5,#DIV/0!,6,#DIV/0!,0.83,1,2,2019,2019-01-02,1,1
"January 2, 2019",1,7,OPERADOR1,SAP-1615,NOMBREDEPEDIDO5,,TIPODEPRODUCTO3,25+12X51,1 CARA,37.0 CM,1,88,89.2,MOTIVODELCORTE2,10:50 AM,11:25 AM,22.29,13,100.00%,0,0.00%,0,0.00%,13,100.00%,0.58,1,2,2019,2019-01-02,1,1
"January 2, 2019",1,7,OPERADOR1,SAP-1615,NOMBREDEPEDIDO5,,TIPODEPRODUCTO3,25+12X51,1 CARA,37.0 CM,2,88,81.2,MOTIVODELCORTE2,11:25 AM,12:52 PM,24.83,36,100.00%,0,0.00%,0,0.00%,36,100.00%,1.45,1,2,2019,2019-01-02,1,1
"January 2, 2019",2,7,OPERADOR3,SAP-1615,NOMBREDEPEDIDO5,,TIPODEPRODUCTO3,25+12X51,1 CARA,37.0 CM,3,88,83.83,MOTIVODELCORTE2,12:52 PM,3:07 PM,24.89,56,100.00%,0,0.00%,0,0.00%,56,100.00%,2.25,1,2,2019,2019-01-02,1,1
"January 2, 2019",2,7,OPERADOR3,SAP-1615,NOMBREDEPEDIDO5,,TIPODEPRODUCTO3,25+12X51,1 CARA,37.0 CM,4,88,84.25,MOTIVODELCORTE2,3:07 PM,6:05 PM,24.94,74,96.10%,3,3.90%,0,0.00%,77,100.00%,2.97,1,2,2019,2019-01-02,1,1
"January 2, 2019",1,7,OPERADOR3,SAP-1615,NOMBREDEPEDIDO5,,TIPODEPRODUCTO3,25+12X51,1 CARA,37.0 CM,5,88,82.75,MOTIVODELCORTE6,6:05 PM,8:40 PM,24.39,63,92.65%,5,7.35%,0,0.00%,68,100.00%,2.58,1,2,2019,2019-01-02,1,1
"January 2, 2019",3,7,OPERADOR4,SAP-1615A,NOMBREDEPEDIDO5,,TIPODEPRODUCTO3,30+18X60,1 CARA,48.0 CM,1,88,81.75,MOTIVODELCORTE3,8:58 PM,11:00 PM,25.57,52,96.30%,2,3.70%,0,0.00%,54,100.00%,2.03,1,2,2019,2019-01-02,1,1
"January 2, 2019",3,7,OPERADOR4,SAP-1615A,NOMBREDEPEDIDO5,,TIPODEPRODUCTO3,30+18X60,1 CARA,48.0 CM,2,88,90.41,MOTIVODELCORTE3,11:00 PM,11:45 PM,16,12,77.42%,3.5,22.58%,0,0.00%,15.5,100.00%,0.75,1,2,2019,2019-01-02,1,1
"January 2, 2019",3,7,OPERADOR4,SAP-1615A,NOMBREDEPEDIDO5,,TIPODEPRODUCTO3,30+18X60,1 CARA,48.0 CM,3,88,87.15,MOTIVODELCORTE2,11:45 PM,2:32 AM,25.51,71,100.00%,0,0.00%,0,0.00%,71,100.00%,2.78,1,2,2019,2019-01-02,1,1
"January 2, 2019",3,4,OPERADOR4,SAP-1620,NOMBREDEPEDIDO6,,TIPODEPRODUCTO3,25+13X50,1 CARA,76.0 CM,1,65,66.13,MOTIVODELCORTE6,3:00 AM,4:30 AM,53.33,80,90.91%,7.5,8.52%,0.5,0.63%,88,100.06%,1.5,1,2,2019,2019-01-02,1,1
"January 2, 2019",3,7,OPERADOR4,SAP-1615A,NOMBREDEPEDIDO5,,TIPODEPRODUCTO3,30+18X60,1 CARA,48.0 CM,4,88,83.25,MOTIVODELCORTE4,2:50 AM,4:48 AM,25.42,50,97.09%,1,1.94%,0.5,1.00%,51.5,100.03%,1.97,1,2,2019,2019-01-02,1,1
"January 2, 2019",2,4,OPERADOR3,SAP-1628,NOMBREDEPEDIDO7,,TIPODEPRODUCTO4,,,110.0 CM,0,137.5,0,MOTIVODELCORTE1,6:00 PM,6:20 PM,0,0,0.00%,9.5,100.00%,0,#DIV/0!,9.5,#DIV/0!,0.33,1,2,2019,2019-01-02,1,1
"January 2, 2019",2,4,OPERADOR3,SAP-1628,NOMBREDEPEDIDO7,,TIPODEPRODUCTO4,,,110.0 CM,1,137.5,123.5,MOTIVODELCORTE2,6:20 PM,7:30 PM,54,63,100.00%,0,0.00%,0,0.00%,63,100.00%,1.17,1,2,2019,2019-01-02,1,1
"January 2, 2019",2,4,OPERADOR3,SAP-1628,NOMBREDEPEDIDO7,,TIPODEPRODUCTO4,,,110.0 CM,2,137.5,127.28,MOTIVODELCORTE2,7:30 PM,8:50 PM,52.5,70,100.00%,0,0.00%,0,0.00%,70,100.00%,1.33,1,2,2019,2019-01-02,1,1
"January 2, 2019",3,4,OPERADOR4,SAP-1628,NOMBREDEPEDIDO7,,TIPODEPRODUCTO4,,,110.0 CM,3,137.5,118.22,MOTIVODELCORTE2,8:50 PM,10:10 PM,51,68,100.00%,0,0.00%,0,0.00%,68,100.00%,1.33,1,2,2019,2019-01-02,1,1
"January 2, 2019",3,4,OPERADOR4,SAP-1628,NOMBREDEPEDIDO7,,TIPODEPRODUCTO4,,,110.0 CM,4,137.5,128.2,MOTIVODELCORTE2,10:10 PM,11:28 PM,50.77,66,100.00%,0,0.00%,0,0.00%,66,100.00%,1.3,1,2,2019,2019-01-02,1,1
"January 2, 2019",3,4,OPERADOR4,SAP-1628,NOMBREDEPEDIDO7,,TIPODEPRODUCTO4,,,110.0 CM,5,137.5,127.65,MOTIVODELCORTE2,11:28 PM,12:29 AM,56.07,57,100.00%,0,0.00%,0,0.00%,57,100.00%,1.02,1,2,2019,2019-01-02,1,1
"January 2, 2019",3,4,OPERADOR4,SAP-1628,NOMBREDEPEDIDO7,,TIPODEPRODUCTO4,,,110.0 CM,6,137.5,130.28,MOTIVODELCORTE2,12:29 AM,1:33 AM,55.31,59,100.00%,0,0.00%,0,0.00%,59,100.00%,1.07,1,2,2019,2019-01-02,1,1
"January 2, 2019",3,4,OPERADOR4,SAP-1628,NOMBREDEPEDIDO7,,TIPODEPRODUCTO4,,,110.0 CM,7,137.5,132.12,MOTIVODELCORTE2,1:33 AM,2:40 AM,51.04,57,100.00%,0,0.00%,0,0.00%,57,100.00%,1.12,1,2,2019,2019-01-02,1,1
"January 3, 2019",1,5,OPERADOR1,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,25X35,,50.0 CM,14,28,30,MOTIVODELCORTE3,4:55 AM,7:05 AM,24,52,98.11%,1,1.89%,0,0.00%,53,100.00%,2.17,1,3,2019,2019-01-03,1,1
"January 3, 2019",1,5,OPERADOR1,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,25X35,,50.0 CM,16,28,28.5,MOTIVODELCORTE2,7:05 AM,12:35 PM,24.91,137,100.00%,0,0.00%,0,0.00%,137,100.00%,5.5,1,3,2019,2019-01-03,1,1
"January 3, 2019",1,7,OPERADOR1,SAP-1629,NOMBREDEPEDIDO8,,TIPODEPRODUCTO1,20X30,1 CARA,40.0 CM,1,36,39.77,MOTIVODELCORTE6,7:35 AM,10:50 AM,20.92,68,90.67%,7,9.33%,0,0.00%,75,100.00%,3.25,1,3,2019,2019-01-03,1,1
"January 3, 2019",1,7,OPERADOR1,SAP-1629,NOMBREDEPEDIDO8,,TIPODEPRODUCTO1,20X30,1 CARA,40.0 CM,0,36,,MOTIVODELCORTE7,10:50 AM,10:50 AM,#DIV/0!,0,0.00%,2,100.00%,0,#DIV/0!,2,#DIV/0!,0,1,3,2019,2019-01-03,1,1
"January 3, 2019",1,10,OPERADOR1,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,25X35,,50.0 CM,15,28,29.1,MOTIVODELCORTE2,4:45 AM,12:20 PM,22.29,169,100.00%,0,0.00%,0,0.00%,169,100.00%,7.58,1,3,2019,2019-01-03,1,1
"January 3, 2019",1,11,OPERADOR1,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,15X27,,30.0 CM,10,27,27.8,MOTIVODELCORTE3,5:03 AM,8:05 AM,22.75,69,99.00%,0.7,1.00%,0,0.00%,69.7,100.00%,3.03,1,3,2019,2019-01-03,1,1
"January 3, 2019",1,11,OPERADOR1,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,15X27,,30.0 CM,11,27,27.1,MOTIVODELCORTE2,8:05 AM,12:19 PM,20.31,86,100.00%,0,0.00%,0,0.00%,86,100.00%,4.23,1,3,2019,2019-01-03,1,1
"January 3, 2019",1,13,OPERADOR1,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,20X30,,40.0 CM,5,28,29.8,MOTIVODELCORTE3,4:42 AM,8:05 AM,15.96,54,97.65%,1.3,2.35%,0,0.00%,55.3,100.00%,3.38,1,3,2019,2019-01-03,1,1
"January 3, 2019",1,13,OPERADOR1,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,20X30,,40.0 CM,6,28,32.6,MOTIVODELCORTE2,8:05 AM,1:00 PM,16.68,82,100.00%,0,0.00%,0,0.00%,82,100.00%,4.92,1,3,2019,2019-01-03,1,1
"January 3, 2019",2,5,OPERADOR3,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,25X35,,50.0 CM,17,28,30.6,MOTIVODELCORTE2,12:35 PM,4:15 PM,24.91,87,100.00%,3.7,0.00%,0,0.00%,137,100.00%,5.5,1,3,2019,2019-01-03,1,1
"January 3, 2019",2,5,OPERADOR3,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,25X35,,50.0 CM,19,28,29.12,MOTIVODELCORTE2,4:15 PM,8:15 PM,24.91,103,100.00%,0,0.00%,0,0.00%,137,100.00%,5.5,1,3,2019,2019-01-03,1,1
"January 3, 2019",2,7,OPERADOR3,SAP-1629,NOMBREDEPEDIDO8,,TIPODEPRODUCTO1,20X30,1 CARA,40.0 CM,2,36,37.5,MOTIVODELCORTE3,2:35 PM,3:55 PM,24.91,29,0.00%,1,100.00%,0,#DIV/0!,2,#DIV/0!,0,1,3,2019,2019-01-03,1,1
"January 3, 2019",2,7,OPERADOR3,SAP-1629,NOMBREDEPEDIDO8,,TIPODEPRODUCTO1,20X30,1 CARA,40.0 CM,3,36,40.7,MOTIVODELCORTE2,4:07 AM,6:52 PM,24.91,61,0.00%,0,100.00%,0,#DIV/0!,2,#DIV/0!,0,1,3,2019,2019-01-03,1,1
"January 3, 2019",2,7,OPERADOR3,SAP-1629,NOMBREDEPEDIDO8,,TIPODEPRODUCTO1,20X30,1 CARA,40.0 CM,4,36,40.2,MOTIVODELCORTE2,6:52 PM,8:55 PM,24.91,45,0.00%,0,100.00%,0,#DIV/0!,2,#DIV/0!,0,1,3,2019,2019-01-03,1,1
"January 3, 2019",2,10,OPERADOR3,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,25X35,,50.0 CM,18,28,29.5,MOTIVODELCORTE2,12:20 PM,8:05 PM,22.29,176,100.00%,0,0.00%,0,0.00%,169,100.00%,7.58,1,3,2019,2019-01-03,1,1
"January 3, 2019",2,11,OPERADOR3,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,15X27,,30.0 CM,12,27,30.35,MOTIVODELCORTE2,12:19 PM,5:40 PM,20.31,111,100.00%,0,0.00%,0,0.00%,86,100.00%,4.23,1,3,2019,2019-01-03,1,1
"January 3, 2019",2,11,OPERADOR3,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,15X27,,30.0 CM,13,27,29.8,MOTIVODELCORTE2,5:40 PM,8:30 PM,20.31,58,100.00%,0,0.00%,0,0.00%,86,100.00%,4.23,1,3,2019,2019-01-03,1,1
"January 3, 2019",2,13,OPERADOR3,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,20X30,,40.0 CM,7,28,27.29,MOTIVODELCORTE2,1:00 PM,8:08 PM,17.38,124,100.00%,0,0.00%,0,0.00%,124,100.00%,7.13,1,3,2019,2019-01-03,1,1
"January 3, 2019",3,7,OPERADOR4,SAP-1629,NOMBREDEPEDIDO8,,TIPODEPRODUCTO1,20X30,1 CARA,40.0 CM,5,36,40.1,MOTIVODELCORTE2,8:55 PM,10:30 PM,22.11,35,100.00%,0,0.00%,0,0.00%,35,100.00%,1.58,1,3,2019,2019-01-03,1,1
"January 3, 2019",3,7,OPERADOR4,SAP-1629,NOMBREDEPEDIDO8,,TIPODEPRODUCTO1,20X30,1 CARA,40.0 CM,6,36,38.21,MOTIVODELCORTE4,10:42 PM,11:48 PM,19.09,21,89.36%,2,8.51%,0.5,2.38%,23.5,100.25%,1.1,1,3,2019,2019-01-03,1,1
"January 3, 2019",3,7,OPERADOR4,SAP-1629,NOMBREDEPEDIDO8,,TIPODEPRODUCTO1,20X30,1 CARA,40.0 CM,7,36,37.64,MOTIVODELCORTE2,11:48 PM,12:50 AM,19.35,20,100.00%,0,0.00%,0,0.00%,20,100.00%,1.03,1,3,2019,2019-01-03,1,1
"January 3, 2019",3,5,OPERADOR4,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,25X35,,50.0 CM,21,28,29.33,MOTIVODELCORTE2,8:15 PM,11:05 PM,24.71,70,100.00%,0,0.00%,0,0.00%,70,100.00%,2.83,1,3,2019,2019-01-03,1,1
"January 3, 2019",3,10,OPERADOR4,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,25X35,,50.0 CM,20,28,30.36,MOTIVODELCORTE2,8:05 PM,10:30 PM,22.34,54,100.00%,0,0.00%,0,0.00%,54,100.00%,2.42,1,3,2019,2019-01-03,1,1
"January 3, 2019",3,10,OPERADOR4,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,25X35,,50.0 CM,22,28,28.78,MOTIVODELCORTE4,10:40 PM,11:38 PM,17.59,17,90.43%,1.5,7.98%,0.3,1.76%,18.8,100.17%,0.97,1,3,2019,2019-01-03,1,1
"January 3, 2019",3,5,OPERADOR4,SAP-020119,NOMBREDEPEDIDO1,,TIPODEPRODUCTO1,25X35,,50.0 CM,23,28,28.6,MOTIVODELCORTE2,11:05 PM,2:20 AM,24.62,80,100.00%,0,0.00%,0,0.00%,80,100.00%,3.25,1,3,2019,2019-01-03,1,1
