27.57,60.07,1016.52,54.75
26.37,69.84,1002.71,83.51
25.42,74.22,1009.04,88.55
12.99,42.34,1018.04,96.25
10.48,36.71,1023.18,81.37
27.34,63.78,1016.5,48.4
29.12,67.83,1008.05,46.86
21.6,62.52,1017.23,67.87
27.52,67.9,1005.65,59.52
13.03,41.26,1022.17,79.79
11.37,40.56,1017.56,64.8
11.21,41.06,1021.75,77.
21.09,50.9,1012.42,69.09
27.58,66.48,1004.82,51.23
27.51,49.3,1003.74,61.27
31.53,74.99,1003.93,58.29
29.59,70.17,999.71,71.
31.38,68.27,1006.79,52.79
29.92,69.75,1009.12,67.15
18.15,45.01,1013.06,72.4
15.78,41.16,1008.43,80.25
24.2,60.77,1016.92,71.65
23.94,59.39,1014.32,74.55
11.17,40.27,1009.54,74.56
17.99,50.16,1009.98,100.09
8.95,38.56,1017.85,64.34
22.18,62.39,1007.84,85.74
15.54,41.23,995.45,83.73
28.09,77.95,1017.07,70.98
13.74,45.08,1024.97,84.79
9.,41.54,1018.83,79.61
15.41,42.44,1012.6,86.74
29.56,52.84,1006.09,42.17
27.2,78.05,1010.15,90.2
14.51,42.77,1017.47,81.95
16.37,44.,1024.61,78.26
29.62,71.8,1011.05,63.13
33.6,74.33,1012.31,35.66
26.9,77.95,1017.47,75.58
20.58,39.53,1005.68,62.09
20.98,43.77,1010.67,62.73
21.22,59.15,1014.68,59.71
22.57,68.3,1017.43,87.69
28.25,71.77,1006.36,67.03
26.13,71.25,999.8,88.47
21.11,58.66,1011.7,68.71
19.13,45.38,1014.72,81.95
26.63,43.77,1011.33,49.3
10.33,40.6,1015.,88.62
19.26,44.34,1019.45,51.32
30.28,67.22,1014.39,53.32
12.1,41.17,1013.72,75.61
23.31,60.08,1017.14,64.35
20.3,58.41,1014.05,86.38
17.3,58.59,1015.52,87.17
23.6,48.98,1015.41,48.28
16.72,44.78,1007.75,56.79
25.88,66.48,1004.24,63.16
16.36,53.82,1015.05,71.95
10.35,38.38,1020.77,74.55
11.96,43.41,1017.42,79.44
20.26,50.32,1009.81,93.12
10.46,41.06,1021.41,82.34
29.79,68.24,1009.19,65.49
13.48,39.85,1012.71,58.91
29.48,64.69,1006.44,64.46
14.2,52.75,1025.64,61.02
12.97,40.75,1016.05,79.67
25.47,65.34,1015.3,50.31
21.17,52.3,1009.36,81.51
20.79,65.59,1014.9,77.
14.09,45.87,1009.05,84.09
9.66,41.06,1021.21,84.7
20.51,45.38,1014.29,69.14
28.87,57.19,1008.09,64.29
15.07,40.69,1015.29,70.98
10.09,41.01,1019.89,96.55
9.77,39.04,1023.73,76.06
21.71,58.05,1013.07,85.75
14.48,46.18,1015.83,92.15
20.3,62.52,1017.96,75.17
13.31,40.03,1017.73,84.48
24.11,68.63,1014.34,45.28
24.92,63.94,1017.7,44.92
30.56,71.98,1004.74,58.77
28.78,60.07,1014.54,49.03
17.23,40.12,1013.52,81.55
14.94,42.77,1018.9,73.95
16.43,48.06,1010.73,61.26
16.64,43.14,1019.03,82.88
16.11,44.92,1025.37,79.85
23.64,58.49,1011.4,74.2
10.32,39.28,1016.56,94.13
21.32,49.02,1008.81,85.81
24.32,65.48,1017.55,59.02
13.04,45.09,1013.,87.68
13.97,38.47,1015.15,55.28
15.08,42.77,1018.43,73.19
5.23,35.57,1026.23,79.38
17.53,44.9,1020.5,71.1
23.96,60.95,1015.01,65.24
20.07,42.23,1012.86,74.11
21.01,60.1,1010.93,78.6
12.17,41.58,1013.89,88.98
21.67,60.84,1017.93,81.63
29.08,52.84,1006.14,40.09
14.73,40.35,1011.15,65.2
8.5,39.16,1014.1,86.64
24.6,63.78,1017.25,60.33
10.1,40.22,1007.1,90.36
25.06,74.33,1014.05,69.02
26.34,69.04,1009.44,72.06
9.8,41.82,1032.98,67.55
25.63,71.58,1010.14,87.57
32.25,77.54,1010.46,54.57
23.69,63.77,1013.39,79.5
21.17,58.16,1017.16,68.11
9.32,36.3,1027.9,77.02
19.86,41.67,1012.31,53.9
25.57,44.05,1005.79,65.14
11.91,44.45,1021.39,84.49
24.37,73.42,1010.19,76.01
23.5,50.23,1017.51,75.15
13.49,41.78,1010.66,63.34
29.53,70.94,1007.22,70.68
18.6,41.67,1013.07,64.23
26.92,62.44,1011.09,70.8
3.4,39.64,1011.1,83.43
18.99,62.1,1020.,76.76
13.08,41.74,1020.75,64.44
29.59,71.77,1006.33,62.35
9.25,41.26,1020.51,91.21
13.56,43.67,1011.34,94.02
10.15,41.14,1025.5,91.54
6.58,43.02,1014.03,84.95
11.29,41.5,1013.39,89.15
21.69,57.17,1011.75,82.63
24.28,68.31,1009.94,77.08
9.14,37.36,1015.22,78.06
23.25,71.29,1008.05,71.36
18.22,49.25,1020.33,61.87
5.76,45.87,1010.83,95.79
10.22,39.16,1015.71,96.2
29.14,67.45,1015.51,46.47
28.86,73.4,1011.37,58.76
9.97,41.62,1013.99,96.02
11.93,38.78,1013.15,96.08
10.74,41.46,1016.76,84.59
26.87,74.99,1002.48,71.91
27.12,70.32,1009.94,52.67
20.83,49.02,1009.45,91.92
23.36,62.52,1016.18,68.18
19.77,49.39,1019.02,91.03
26.9,59.14,1016.18,70.88
13.96,40.83,1009.89,84.86
6.18,41.38,1020.23,81.38
23.59,58.62,1017.81,66.68
15.69,37.87,1021.18,84.38
11.95,40.69,1015.62,85.34
30.39,66.54,1002.7,59.15
28.75,64.69,1007.1,60.37
31.35,70.8,1010.11,66.37
32.86,66.44,1010.98,44.99
28.43,68.08,1011.32,58.19
16.13,53.82,1015.63,63.08
31.95,70.79,1003.8,55.25
23.84,49.21,1013.35,45.4
12.07,38.25,1012.67,81.66
26.01,61.47,1009.54,75.01
6.77,40.78,1024.86,96.58
26.42,59.39,1013.95,66.03
19.12,50.16,1011.52,99.71
30.04,67.25,1017.57,38.14
14.1,42.74,1026.92,67.25
18.77,39.54,1009.39,63.35
21.98,55.97,1009.12,89.51
31.76,66.54,1003.02,49.64
12.99,41.93,1020.25,74.64
12.56,43.41,1016.93,81.02
29.64,69.51,1012.13,44.65
20.35,68.61,1011.17,86.69
26.05,73.88,1005.67,82.08
13.26,40.83,1007.97,90.63
14.95,43.52,1022.43,94.75
25.8,44.57,1008.,52.56
20.13,40.33,1005.31,85.42
9.89,40.64,1020.59,98.35
24.44,69.84,1005.34,80.37
12.34,40.62,1016.28,53.6
5.47,38.68,1017.33,72.71
19.24,58.33,1013.65,85.47
13.44,41.14,1026.41,77.26
11.05,40.75,1016.55,87.08
20.41,48.06,1012.62,76.21
22.94,58.05,1012.27,80.12
6.3,41.14,1027.45,86.11
29.15,69.48,1008.68,55.78
8.94,41.74,1022.55,90.74
19.8,52.9,1017.75,66.67
32.86,68.51,1008.43,46.78
5.74,45.87,1011.44,95.94
27.63,70.17,1000.42,85.22
7.29,40.96,1023.01,90.78
12.71,43.8,1023.15,71.16
19.49,46.63,1013.11,88.01
18.87,60.07,1015.15,70.91
25.35,74.33,1015.29,77.84
11.68,40.55,1017.31,99.82
19.46,56.89,1014.02,84.95
16.69,40.56,1019.92,51.43
23.32,69.13,1010.75,91.84
13.,48.79,1017.14,85.23
9.73,41.01,1021.76,97.71
14.63,40.,1018.03,63.4
25.16,77.3,1000.73,86.4
23.21,74.22,1009.68,88.46
26.63,62.44,1010.86,70.82
24.23,56.89,1012.32,68.04
8.7,39.72,1020.,78.75
6.04,41.14,1027.92,87.12
15.98,44.68,1018.48,85.94
33.62,77.17,1009.38,63.71
13.2,41.78,1010.49,64.96
30.27,64.05,1011.93,65.72
12.72,40.71,1016.02,71.57
18.12,44.63,1001.26,89.72
17.47,43.77,1012.25,76.78
31.74,72.58,1007.26,59.58
12.57,41.66,1009.11,70.74
11.04,45.51,1017.53,83.42
21.83,63.13,1013.4,85.82
25.34,65.61,1014.61,57.51
11.64,38.25,1013.33,85.79
22.37,50.78,1008.84,82.06
14.69,35.71,1015.78,57.34
9.81,71.14,1019.43,87.93
14.1,41.16,1021.26,73.87
17.54,42.42,1008.97,67.67
18.48,50.16,1011.45,99.92
13.72,45.01,1014.07,77.
30.7,69.59,1008.03,66.78
32.31,66.44,1009.6,63.92
25.56,58.82,1010.44,70.23
25.96,63.77,1013.24,65.43
28.34,63.77,1013.7,61.13
19.46,42.04,1011.3,60.45
22.38,63.31,1014.76,73.8
15.07,39.82,1012.78,84.46
14.74,43.99,1023.13,86.31
18.86,42.18,1001.16,98.58
19.93,57.25,1010.6,89.34
9.38,40.46,1019.29,75.77
28.92,66.51,1015.5,34.51
31.46,70.79,1003.54,59.51
30.15,70.32,1007.58,54.14
32.48,62.04,1010.39,38.05
22.73,43.79,1015.61,42.66
26.52,65.06,1013.4,51.78
15.16,50.88,1013.88,100.11
14.73,39.52,1017.01,74.21
12.74,49.83,1007.44,91.47
6.91,36.08,1021.82,84.31
20.08,49.69,1008.34,69.88
26.61,69.13,1002.05,51.97
21.96,51.43,1007.28,89.96
12.06,48.04,1010.01,100.13
9.7,40.71,1025.63,80.34
7.84,43.52,1022.23,96.51
16.94,49.64,1024.43,69.22
29.12,74.87,1009.85,62.51
24.27,70.47,1008.96,78.31
28.03,68.67,1005.52,58.16
18.17,52.08,1001.91,100.09
24.29,57.5,1014.85,67.28
13.8,39.39,1013.85,81.95
19.41,46.63,1013.23,86.28
10.72,41.17,1019.68,60.71
8.22,40.77,1009.11,95.61
13.97,52.05,1012.05,85.36
32.56,68.94,1007.12,58.18
25.82,59.43,1008.08,65.25
25.5,58.79,1016.02,64.4
29.14,75.23,1010.15,54.87
27.62,68.27,1008.04,63.04
20.18,43.43,1011.31,65.11
6.86,41.38,1021.35,90.78
16.28,42.99,1007.5,77.27
13.17,38.91,1016.55,74.47
22.69,65.18,1012.47,80.9
23.92,61.87,1009.63,54.16
24.33,60.32,1015.49,59.95
7.19,41.39,1018.12,90.76
14.91,40.73,1017.44,86.91
29.25,69.13,1010.27,67.35
32.05,77.24,1008.06,67.09
27.35,77.95,1012.14,74.14
13.16,43.71,1024.44,85.68
30.13,78.05,1010.99,61.5
9.45,36.71,1024.24,83.28
16.,45.09,1014.31,60.02
16.7,40.56,1019.04,50.9
9.26,40.11,1024.38,74.82
12.29,40.71,1019.71,83.09
19.36,68.61,1010.85,94.87
9.47,40.81,1026.44,91.87
20.97,47.43,1007.64,71.18
27.26,73.18,1012.58,74.83
26.58,70.98,1008.96,77.36
29.89,65.74,1012.95,51.36
18.79,49.15,1021.69,70.16
13.51,43.22,1009.63,75.02
32.09,79.74,1006.92,61.5
31.74,79.74,1007.07,61.47
23.84,59.87,1019.11,59.59
12.35,41.38,1021.99,55.38
17.14,44.2,1018.91,62.18
32.34,74.99,1002.77,42.83
21.36,68.28,1007.6,72.37
19.48,58.79,1017.6,88.72
26.09,60.29,1017.72,50.83
27.61,49.16,1005.01,35.63
13.98,39.18,1009.61,89.12
18.84,61.27,1019.64,71.95
23.21,63.94,1013.56,80.23
27.89,73.21,1001.32,85.88
30.55,70.04,1010.51,49.37
10.24,41.17,1019.73,82.04
19.41,67.32,1012.34,78.8
17.74,50.88,1015.56,89.78
26.41,65.59,1010.69,73.78
27.61,69.68,1012.79,77.01
24.58,71.94,1006.85,89.02
22.24,41.1,1001.96,42.6
24.58,49.02,1008.85,79.32
29.99,74.9,1003.84,64.43
14.56,40.69,1015.48,73.73
17.84,52.08,1006.65,100.09
23.82,48.92,1010.48,44.45
9.87,40.81,1017.17,84.25
12.61,41.79,1015.82,91.9
26.24,51.43,1011.32,59.52
32.8,68.67,1005.27,44.53
27.95,73.5,1010.42,58.01
20.01,45.09,1014.21,38.19
21.99,57.5,1015.87,80.72
23.05,68.67,1006.69,76.43
28.5,72.99,1007.02,67.13
25.5,63.56,1013.85,64.69
20.76,59.04,1012.51,85.39
24.5,60.77,1017.15,73.66
25.77,71.37,1008.88,78.96
27.22,66.48,1004.59,52.66
22.97,62.4,1010.25,75.18
9.78,40.03,1017.33,92.11
8.9,36.24,1013.29,89.35
7.74,39.96,1025.78,95.81
12.24,40.96,1023.22,78.74
15.48,41.66,1009.55,66.74
8.8,39.42,1025.17,68.72
14.52,44.84,1023.51,88.51
29.27,66.85,1011.11,63.25
15.09,39.52,1017.05,72.43
33.4,69.98,1013.29,47.78
26.2,63.56,1013.39,67.07
27.49,71.94,1006.62,73.35
7.91,37.8,1020.59,61.
31.6,73.17,1010.05,43.48
20.25,44.78,1007.93,40.16
15.42,40.56,1021.23,59.37
34.03,73.56,1006.49,51.07
7.17,39.4,1011.48,90.38
6.81,37.49,1010.74,88.25
6.45,40.02,1032.08,79.7
22.74,61.02,1009.56,79.41
28.16,73.21,1002.27,88.26
21.13,47.43,1006.97,64.26
26.53,65.18,1012.77,64.37
25.67,58.59,1013.,62.34
16.46,61.27,1020.02,74.54
10.6,40.22,1011.37,85.81
24.67,68.61,1010.71,57.47
25.79,59.43,1008.61,64.3
30.91,69.75,1010.23,59.36
13.71,43.41,1015.45,69.26
13.73,41.92,1031.01,64.92
22.91,60.07,1016.03,59.72
9.19,40.62,1017.78,68.91
10.64,39.61,1018.33,66.81
22.95,66.54,1004.53,88.06
29.52,64.79,1017.53,44.83
11.3,25.36,1008.66,96.18
24.34,73.5,1011.31,84.15
10.03,42.18,1017.3,85.99
14.39,44.21,1019.77,85.7
11.67,41.93,1019.81,82.58
13.8,45.08,1023.99,79.72
28.88,63.76,1010.16,56.34
9.06,43.79,1016.05,81.32
24.66,48.78,1018.39,71.79
24.44,47.93,1003.13,67.04
26.78,73.06,1007.99,90.47
28.3,59.27,1010.92,61.83
28.5,64.84,1011.47,54.41
25.47,60.75,1007.27,65.91
24.67,69.14,1006.25,88.51
21.87,49.39,1019.99,67.05
28.42,75.23,1010.25,56.8
12.83,44.88,1017.86,87.88
21.58,67.25,1017.39,79.
20.29,63.09,1019.03,76.07
24.27,63.87,1018.88,53.96
18.8,39.72,1001.24,63.8
34.3,74.67,1015.98,25.89
7.74,42.49,1009.07,90.11
18.19,44.06,1017.24,78.73
28.68,73.77,1004.72,87.01
13.43,43.69,1016.21,73.01
8.14,41.26,1020.61,91.28
14.93,43.02,1012.11,45.56
16.25,58.86,1015.94,86.52
6.11,38.68,1017.53,79.23
24.87,68.61,1011.19,55.69
23.87,60.27,1018.94,77.16
28.79,68.51,1013.02,62.84
26.08,57.32,1012.2,47.06
29.29,71.14,1011.49,49.97
25.56,50.05,1005.67,69.29
19.81,43.56,1013.39,38.13
18.12,43.69,1016.91,52.95
26.53,69.71,1009.88,76.26
11.46,39.1,1010.17,100.15
15.81,58.59,1014.41,90.03
20.68,63.86,1015.73,74.36
27.03,65.12,1015.94,45.1
9.53,40.23,1017.74,89.05
25.76,73.5,1011.44,81.36
9.03,40.71,1025.98,81.94
23.48,65.12,1015.82,60.83
23.68,68.12,1011.18,72.45
22.48,71.29,1008.15,75.41
28.29,68.67,1005.46,69.22
13.8,44.34,1019.43,66.74
14.55,40.73,1018.36,89.12
12.93,45.51,1015.27,87.27
16.15,44.21,1020.76,85.41
29.01,66.56,1006.44,57.62
18.97,50.59,1016.01,74.9
31.17,69.51,1010.51,43.11
13.91,40.24,1017.03,85.93
14.81,43.69,1017.19,71.9
25.56,69.13,1002.46,68.26
27.71,74.34,998.14,71.85
7.,39.81,1017.47,87.65
29.86,70.8,1010.22,70.36
3.69,38.44,1016.74,82.87
16.68,53.16,1014.32,78.02
14.08,39.31,1011.67,72.
27.42,65.74,1013.43,69.42
11.99,38.28,1013.65,91.31
15.24,45.87,1009.46,85.95
25.52,61.25,1012.84,75.98
27.88,68.94,1007.68,75.68
27.32,76.09,1007.77,74.64
13.35,41.16,1011.32,89.12
13.32,41.7,1020.22,88.3
25.03,61.86,1012.84,80.85
9.45,41.4,1027.34,86.66
19.6,48.14,1013.18,68.71
21.49,68.28,1004.68,80.64
15.17,54.3,1017.38,72.11
10.25,41.46,1020.65,87.07
10.45,40.71,1015.68,81.48
27.09,49.3,1003.93,61.
16.16,52.05,1013.19,75.37
23.18,51.43,1011.56,81.83
27.84,71.32,1007.72,79.25
22.63,70.47,1008.,82.27
25.18,56.89,1012.26,64.46
13.84,42.18,1015.74,79.76
15.62,38.28,1014.5,77.01
13.97,39.16,1016.05,84.6
9.11,40.64,1020.68,86.91
20.97,61.87,1011.45,65.41
29.51,75.6,1017.92,50.61
10.42,44.85,1014.18,88.36
17.4,44.58,1018.9,60.58
29.44,65.51,1014.82,56.49
25.2,65.59,1013.,71.34
17.22,36.71,1013.77,67.92
30.02,73.5,1010.52,44.91
20.46,66.05,1014.93,78.51
23.03,54.42,1014.42,74.98
7.28,38.56,1018.96,67.98
10.48,41.38,1021.97,65.22
12.35,40.8,1027.35,72.69
30.96,69.82,1009.6,51.55
17.52,44.05,1008.87,85.67
30.32,64.69,1006.35,51.36
13.97,40.24,1018.32,88.72
18.99,59.27,1012.15,89.39
7.99,41.38,1021.95,78.77
21.41,50.32,1008.61,84.47
20.16,60.1,1011.24,86.23
21.49,70.32,1009.07,92.25
20.1,59.87,1018.97,87.23
22.68,59.54,1004.32,95.44
19.87,49.69,1012.23,68.57
6.49,43.65,1020.41,72.78
11.87,41.78,1012.97,64.79
12.64,41.79,1016.38,92.65
21.61,64.63,1020.86,69.73
26.28,73.06,1008.06,90.7
9.35,44.03,1011.02,88.11
23.36,65.18,1012.35,78.09
21.65,56.89,1013.13,66.07
16.91,43.96,1013.32,79.87
6.67,39.37,1020.31,73.56
5.49,40.81,1014.43,90.41
6.01,35.79,1011.05,91.33
6.57,43.65,1018.24,74.47
26.89,56.85,1012.27,43.84
7.11,39.9,1008.82,87.76
18.23,60.95,1016.74,78.85
14.07,42.86,1032.16,71.53
10.67,40.56,1022.39,77.92
29.33,64.84,1010.76,53.32
10.74,40.92,1021.74,94.97
24.26,56.57,1013.86,70.35
22.64,59.27,1012.58,83.55
25.69,59.07,1006.89,82.34
26.79,62.44,1011.51,72.46
19.69,56.65,1020.77,62.83
25.88,71.73,1010.01,72.8
26.92,73.17,1011.42,76.94
22.48,67.45,1014.77,63.9
17.8,46.48,1007.27,81.31
23.,66.05,1020.61,80.29
26.86,72.58,1009.22,88.39
14.7,48.6,1006.91,85.65
8.49,36.25,1029.7,84.41
27.34,71.29,1008.32,56.51
24.26,69.71,1008.98,81.58
31.19,69.68,1012.6,52.06
24.62,72.24,1011.39,83.94
26.67,59.44,1012.01,58.83
17.33,41.35,999.51,68.36
22.99,46.21,1010.71,60.11
20.92,70.02,1011.06,85.63
29.04,60.07,1014.88,47.23
13.78,40.73,1017.55,94.28
10.44,39.04,1023.99,85.03
20.28,48.78,1017.4,82.51
9.15,39.61,1018.11,75.29
16.92,44.6,1017.34,58.75
30.63,74.22,1007.47,46.52
22.5,59.54,1007.99,93.63
22.86,47.43,1009.75,61.54
30.98,69.82,1009.17,50.63
28.99,68.24,1008.75,66.57
12.15,71.14,1019.56,86.06
18.15,58.46,1017.42,88.24
20.82,52.84,1004.13,79.42
20.77,60.1,1011.11,81.09
21.46,51.61,1010.91,76.41
24.14,63.21,1012.28,89.08
23.55,58.79,1010.78,78.47
14.29,46.18,1017.01,87.29
26.12,75.6,1017.41,72.31
23.63,58.62,1016.45,69.97
13.7,34.03,1018.82,69.07
9.33,39.96,1024.55,98.58
22.44,63.47,1012.02,91.08
29.98,76.09,1007.62,75.6
26.75,56.57,1013.76,57.93
27.01,67.98,1006.01,67.98
21.69,69.94,1010.7,80.8
15.8,40.66,1016.15,88.24
22.99,61.02,1009.88,81.56
6.63,39.42,1024.81,72.58
8.02,41.92,1029.8,92.05
8.85,40.22,1008.61,90.6
10.61,41.58,1021.08,93.06
27.38,59.21,1012.74,53.53
32.35,77.95,1014.76,60.88
26.94,65.61,1014.31,49.73
29.67,71.98,1005.16,67.75
25.58,63.47,1011.44,66.81
16.96,44.9,1020.5,77.53
14.32,71.14,1019.87,79.15
15.21,52.75,1024.32,61.11
11.27,40.62,1017.03,61.94
11.1,40.92,1021.98,94.14
14.77,48.06,1010.92,69.81
27.54,75.6,1018.26,57.89
8.13,71.14,1018.94,86.7
14.97,42.28,1007.31,79.25
14.8,40.2,1012.87,88.35
25.35,71.98,1006.83,88.44
9.95,43.56,1014.85,82.62
25.23,64.63,1020.59,52.2
14.88,41.66,1009.4,67.15
5.67,45.87,1008.91,93.29
28.74,70.32,1008.15,45.99
26.01,58.41,1013.56,70.84
7.64,41.17,1020.01,75.14
31.01,69.13,1000.93,62.96
21.61,49.39,1019.41,78.2
27.46,61.86,1012.39,66.09
28.93,74.78,1009.48,56.4
15.91,71.14,1019.7,72.65
14.57,41.79,1007.61,82.85
32.,73.17,1009.94,40.48
23.74,62.96,1019.65,63.39
30.75,73.5,1011.02,54.76
30.47,70.83,1010.91,46.94
22.15,43.77,1010.81,60.08
12.99,44.,1025.22,90.27
25.6,66.48,1006.16,69.34
27.96,49.16,1004.8,35.64
25.12,66.56,1009.22,65.62
21.29,51.43,1011.31,90.12
30.24,68.3,1016.21,48.25
28.7,49.16,1004.42,36.51
29.85,68.24,1007.01,30.99
14.99,41.35,1004.56,98.9
11.5,40.22,1010.31,78.08
11.65,41.54,1020.09,67.96
27.,71.25,1002.66,70.59
10.55,41.26,1007.77,99.1
7.71,40.77,1021.93,87.04
26.63,73.68,1015.15,85.13
27.16,65.61,1014.21,47.93
24.9,71.77,1006.24,85.25
18.38,62.1,1020.12,77.27
8.33,39.72,1020.24,82.84
15.75,47.45,1009.86,86.68
26.04,74.67,1016.68,81.2
31.16,69.88,1007.01,68.28
6.44,39.33,1011.8,93.5
11.55,42.34,1020.78,94.56
25.3,71.58,1010.18,87.36
10.25,37.14,1013.14,70.73
21.87,74.87,1009.28,85.4
31.93,72.58,1006.9,56.27
6.67,39.33,1011.07,91.96
17.28,44.06,1018.15,66.93
8.43,40.69,1020.36,87.28
13.25,43.7,1013.61,76.05
27.71,54.2,1012.72,47.25
28.32,68.12,1011.62,46.75
16.77,45.01,1013.47,81.42
8.89,41.54,1019.27,82.87
29.1,73.9,1007.47,59.48
19.41,49.39,1020.84,81.89
9.66,41.82,1033.19,73.19
25.06,78.92,1010.74,90.7
17.4,43.14,1018.51,75.31
22.59,70.32,1007.07,74.39
29.42,74.9,1004.11,64.53
14.59,35.71,1015.19,54.13
14.97,43.67,1011.13,87.33
8.81,43.14,1012.46,73.99
21.95,68.63,1012.8,61.55
23.34,45.61,1012.73,74.09
30.19,68.08,1010.95,50.34
31.07,73.5,1010.58,43.66
26.44,71.77,1006.68,81.45
24.56,66.75,1018.5,77.47
19.53,50.32,1009.71,94.46
19.76,51.19,1008.38,92.56
28.33,68.27,1008.09,50.37
24.8,61.02,1009.86,71.75
23.22,59.15,1014.58,75.18
9.15,39.61,1018.69,84.47
9.01,40.77,1022.37,90.3
18.2,52.72,1025.87,54.26
6.76,40.62,1015.67,87.16
18.36,62.1,1019.9,79.09
13.89,35.71,1016.4,65.49
24.6,57.32,1012.48,45.14
14.55,44.84,1023.83,87.6
31.46,66.54,1002.86,53.75
24.03,62.44,1010.96,79.88
4.97,38.91,1018.99,89.86
23.18,72.99,1009.01,90.09
6.24,35.77,1019.24,70.7
12.19,40.23,1017.45,82.07
22.21,61.87,1010.9,54.22
31.61,69.04,1008.11,47.96
17.68,53.16,1013.09,82.79
21.86,60.27,1016.06,90.48
10.45,39.69,1003.92,89.45
19.27,43.14,1013.17,39.85
19.98,60.77,1017.72,90.71
30.31,77.24,1008.02,67.84
26.49,78.92,1010.82,83.42
8.74,40.03,1016.81,93.37
27.05,77.95,1009.57,76.56
14.84,41.48,1017.26,63.42
17.17,44.68,1018.72,83.58
26.35,69.48,1008.45,70.47
29.47,65.51,1014.71,58.28
10.8,39.28,1010.7,82.62
26.71,59.39,1014.24,66.45
15.,50.88,1014.04,100.12
28.24,65.27,1013.43,48.74
11.15,40.64,1020.65,97.95
18.93,59.39,1013.92,68.78
14.3,54.3,1015.16,75.29
24.2,68.67,1006.72,78.08
23.24,51.95,1006.21,78.08
7.84,40.07,1016.68,47.63
34.09,68.51,1009.,32.96
27.89,68.12,1012.78,48.72
6.25,40.02,1032.14,80.22
10.52,41.48,1018.,68.99
30.62,66.54,1004.11,55.36
10.33,40.,1021.35,90.84
18.26,69.94,1004.1,97.39
10.62,39.96,1025.37,96.64
26.34,59.21,1013.37,58.98
6.76,36.25,1028.31,91.16
13.2,45.01,1013.96,78.78
12.31,44.03,1007.78,94.42
11.92,40.55,1016.91,100.07
15.33,36.71,1013.99,73.89
26.02,70.79,1004.21,79.12
18.81,49.15,1020.79,67.09
18.13,66.86,1012.9,78.84
21.04,50.32,1008.41,90.19
16.05,38.28,1014.38,73.89
